0.5,0.1,15.66,90.01,0.06396309362862902
0.03333333333333333,0.2333333333333333,71.08,90.91,0.0542577840884677
0.03333333333333333,0.2333333333333333,71.08,90.41,0.0542577840884677
0.03333333333333333,0.2333333333333333,70.97,90.76,0.0542577840884677
0.03333333333333333,0.2333333333333333,70.97,90.92,0.08260006237468441
0.05,0.35,75.19,90.49,0.07519996888284722
0.0,0.0,91.48,91.48,0.09802929719892478
0.065625,0.2625,35.7,90.05,0.07837137660959584
0.11249999999999999,0.44999999999999996,36.29,89.65,0.06546734572181283
0.140625,0.5625,73.77,89.0,0.05817986357383808
0.15,0.6,82.85,88.89,0.055826525588629
